表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,
公開日：,2025年10月31日,,,,,,,,,
,,,,,,,,,,
NA,欠測値,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
調査年,地域,A1101_総人口【人】,A110101_総人口（男）【人】,A110102_総人口（女）【人】,B1103_可住地面積【ｈａ】,B4101_年平均気温【℃】,B4108_日照時間（年間）【時間】,C1101_県内総生産額（平成17年基準）【百万円】,M380100_交際・付き合いの平均時間（15歳以上）（男）【分】,M380200_交際・付き合いの平均時間（15歳以上）（女）【分】
year,pref,pop,male,female,area,temp,sun,gdp,hour_m,hour_f
2019年度,岡山県,1897000 ,912000 ,985000 ,221872 ,17 ,2066 ,NA,NA,NA
2019年度,広島県,2813000 ,1364000 ,1449000 ,231110 ,17 ,2134 ,NA,NA,NA
2019年度,山口県,1357000 ,644000 ,713000 ,170697 ,16 ,1953 ,NA,NA,NA
2019年度,徳島県,728000 ,347000 ,381000 ,101030 ,17 ,2146 ,NA,NA,NA
2019年度,香川県,958000 ,463000 ,494000 ,100561 ,17 ,2116 ,NA,NA,NA
2019年度,愛媛県,1346000 ,638000 ,708000 ,167319 ,17 ,2047 ,NA,NA,NA
2019年度,高知県,699000 ,330000 ,369000 ,116289 ,18 ,2135 ,NA,NA,NA
2019年度,福岡県,5134000 ,2431000 ,2703000 ,276152 ,18 ,1982 ,NA,NA,NA
2019年度,佐賀県,817000 ,387000 ,430000 ,133563 ,18 ,2042 ,NA,NA,NA
2019年度,長崎県,1327000 ,624000 ,703000 ,167508 ,18 ,1959 ,NA,NA,NA
2019年度,熊本県,1749000 ,828000 ,922000 ,279623 ,18 ,2070 ,NA,NA,NA
2019年度,大分県,1134000 ,538000 ,596000 ,179896 ,17 ,1980 ,NA,NA,NA
2019年度,宮崎県,1077000 ,508000 ,569000 ,184989 ,18 ,2045 ,NA,NA,NA
2019年度,鹿児島県,1602000 ,754000 ,848000 ,331295 ,19 ,1971 ,NA,NA,NA
2019年度,沖縄県,1462000 ,719000 ,742000 ,116904 ,24 ,1666 ,NA,NA,NA
2018年度,北海道,5293000 ,2495000 ,2798000 ,2237238 ,10 ,1742 ,NA,NA,NA
2018年度,青森県,1268000 ,597000 ,671000 ,322971 ,11 ,1642 ,NA,NA,NA
2018年度,岩手県,1240000 ,597000 ,643000 ,371401 ,11 ,1778 ,NA,NA,NA
2018年度,宮城県,2320000 ,1132000 ,1187000 ,315489 ,14 ,1998 ,NA,NA,NA
2018年度,秋田県,985000 ,464000 ,522000 ,320437 ,12 ,1526 ,NA,NA,NA
2018年度,山形県,1092000 ,527000 ,565000 ,288480 ,13 ,1765 ,NA,NA,NA
2018年度,福島県,1869000 ,922000 ,946000 ,421711 ,14 ,1916 ,NA,NA,NA
2018年度,茨城県,2892000 ,1443000 ,1449000 ,397535 ,15 ,2199 ,NA,NA,NA
2018年度,栃木県,1953000 ,974000 ,979000 ,298276 ,15 ,2156 ,NA,NA,NA
2018年度,群馬県,1957000 ,967000 ,990000 ,227936 ,16 ,2381 ,NA,NA,NA
2018年度,埼玉県,7325000 ,3650000 ,3675000 ,258464 ,16 ,2308 ,NA,NA,NA
2018年度,千葉県,6273000 ,3117000 ,3156000 ,355433 ,17 ,2120 ,NA,NA,NA
2018年度,東京都,13887000 ,6835000 ,7053000 ,142143 ,17 ,2112 ,NA,NA,NA
2018年度,神奈川県,9197000 ,4579000 ,4618000 ,147092 ,17 ,2195 ,NA,NA,NA
2018年度,新潟県,2246000 ,1090000 ,1157000 ,453540 ,14 ,1699 ,NA,NA,NA
2018年度,富山県,1050000 ,510000 ,541000 ,184282 ,15 ,1800 ,NA,NA,NA
2018年度,石川県,1145000 ,555000 ,590000 ,139182 ,16 ,1881 ,NA,NA,NA
2018年度,福井県,777000 ,378000 ,399000 ,107730 ,15 ,1844 ,NA,NA,NA
2018年度,山梨県,821000 ,402000 ,418000 ,95438 ,16 ,2391 ,NA,NA,NA
2018年度,長野県,2073000 ,1012000 ,1061000 ,322552 ,13 ,2122 ,NA,NA,NA
2018年度,岐阜県,2001000 ,971000 ,1031000 ,221113 ,17 ,2278 ,NA,NA,NA
2018年度,静岡県,3667000 ,1807000 ,1859000 ,274941 ,18 ,2209 ,NA,NA,NA
2018年度,愛知県,7541000 ,3768000 ,3772000 ,298825 ,17 ,2331 ,NA,NA,NA
2018年度,三重県,1793000 ,875000 ,918000 ,205919 ,17 ,2326 ,NA,NA,NA
2018年度,滋賀県,1414000 ,698000 ,716000 ,130722 ,16 ,2060 ,NA,NA,NA
2018年度,京都府,2598000 ,1241000 ,1356000 ,117382 ,17 ,1982 ,NA,NA,NA
2018年度,大阪府,8838000 ,4245000 ,4594000 ,133073 ,17 ,2266 ,NA,NA,NA
2018年度,兵庫県,5501000 ,2621000 ,2880000 ,278294 ,17 ,2248 ,NA,NA,NA
2018年度,奈良県,1341000 ,632000 ,709000 ,85553 ,16 ,2065 ,NA,NA,NA
2018年度,和歌山県,940000 ,443000 ,497000 ,111507 ,17 ,2289 ,NA,NA,NA
2018年度,鳥取県,562000 ,268000 ,293000 ,90084 ,16 ,1826 ,NA,NA,NA
2018年度,島根県,682000 ,329000 ,353000 ,129890 ,16 ,1851 ,NA,NA,NA
2018年度,岡山県,1904000 ,914000 ,989000 ,221872 ,16 ,2229 ,NA,NA,NA
2018年度,広島県,2824000 ,1369000 ,1455000 ,231107 ,17 ,2182 ,NA,NA,NA
2018年度,山口県,1369000 ,649000 ,720000 ,170697 ,16 ,2025 ,NA,NA,NA
2018年度,徳島県,736000 ,351000 ,385000 ,101030 ,17 ,2290 ,NA,NA,NA
2018年度,香川県,963000 ,466000 ,498000 ,100560 ,17 ,2248 ,NA,NA,NA
2018年度,愛媛県,1357000 ,642000 ,715000 ,167327 ,17 ,2172 ,NA,NA,NA
2018年度,高知県,707000 ,333000 ,374000 ,116288 ,17 ,2265 ,NA,NA,NA
2018年度,福岡県,5131000 ,2428000 ,2703000 ,276152 ,18 ,2095 ,NA,NA,NA
2018年度,佐賀県,821000 ,388000 ,432000 ,133563 ,17 ,2134 ,NA,NA,NA
2018年度,長崎県,1341000 ,630000 ,711000 ,167498 ,18 ,1994 ,NA,NA,NA
2018年度,熊本県,1759000 ,831000 ,928000 ,279628 ,18 ,2090 ,NA,NA,NA
2018年度,大分県,1143000 ,541000 ,602000 ,179893 ,17 ,2143 ,NA,NA,NA
2018年度,宮崎県,1084000 ,511000 ,573000 ,184988 ,18 ,2192 ,NA,NA,NA
2018年度,鹿児島県,1614000 ,759000 ,855000 ,331289 ,19 ,2051 ,NA,NA,NA
2018年度,沖縄県,1454000 ,715000 ,739000 ,116909 ,24 ,1877 ,NA,NA,NA
2017年度,北海道,5325000 ,2510000 ,2815000 ,2237239 ,9 ,1820 ,NA,NA,NA
2017年度,青森県,1282000 ,603000 ,679000 ,322970 ,11 ,1660 ,NA,NA,NA
2017年度,岩手県,1254000 ,603000 ,651000 ,371401 ,11 ,1640 ,NA,NA,NA
2017年度,宮城県,2326000 ,1136000 ,1190000 ,315488 ,13 ,1910 ,NA,NA,NA
2017年度,秋田県,999000 ,470000 ,529000 ,320437 ,12 ,1600 ,NA,NA,NA
2017年度,山形県,1103000 ,531000 ,571000 ,288480 ,12 ,1556 ,NA,NA,NA
2017年度,福島県,1886000 ,931000 ,954000 ,421711 ,13 ,1777 ,NA,NA,NA
2017年度,茨城県,2902000 ,1448000 ,1454000 ,397512 ,14 ,2145 ,NA,NA,NA
2017年度,栃木県,1962000 ,977000 ,985000 ,298276 ,14 ,2035 ,NA,NA,NA
2017年度,群馬県,1963000 ,970000 ,993000 ,227936 ,15 ,2247 ,NA,NA,NA
2017年度,埼玉県,7307000 ,3643000 ,3664000 ,258464 ,15 ,2295 ,NA,NA,NA
2017年度,千葉県,6258000 ,3111000 ,3147000 ,355433 ,16 ,2054 ,NA,NA,NA
2017年度,東京都,13768000 ,6782000 ,6985000 ,142143 ,16 ,2051 ,NA,NA,NA
2017年度,神奈川県,9173000 ,4571000 ,4602000 ,147093 ,16 ,2175 ,NA,NA,NA
2017年度,新潟県,2267000 ,1099000 ,1168000 ,453532 ,14 ,1643 ,NA,NA,NA
2017年度,富山県,1056000 ,512000 ,545000 ,184282 ,14 ,1737 ,NA,NA,NA
2017年度,石川県,1148000 ,557000 ,592000 ,139182 ,15 ,1850 ,NA,NA,NA
2017年度,福井県,780000 ,379000 ,401000 ,107729 ,15 ,1764 ,NA,NA,NA
2017年度,山梨県,826000 ,404000 ,421000 ,95438 ,15 ,2357 ,NA,NA,NA
2017年度,長野県,2082000 ,1016000 ,1067000 ,322552 ,12 ,1976 ,NA,NA,NA
2017年度,岐阜県,2012000 ,975000 ,1037000 ,221113 ,16 ,2178 ,NA,NA,NA
2017年度,静岡県,3681000 ,1813000 ,1868000 ,274948 ,17 ,2325 ,NA,NA,NA
2017年度,愛知県,7528000 ,3763000 ,3765000 ,298821 ,16 ,2221 ,NA,NA,NA
2017年度,三重県,1801000 ,877000 ,924000 ,205918 ,16 ,2181 ,NA,NA,NA
2017年度,滋賀県,1414000 ,697000 ,717000 ,130722 ,15 ,1935 ,NA,NA,NA
2017年度,京都府,2604000 ,1245000 ,1359000 ,117382 ,16 ,1873 ,NA,NA,NA
2017年度,大阪府,8841000 ,4249000 ,4591000 ,133058 ,17 ,2185 ,NA,NA,NA
2017年度,兵庫県,5515000 ,2629000 ,2886000 ,278293 ,17 ,2195 ,NA,NA,NA
2017年度,奈良県,1349000 ,636000 ,713000 ,85553 ,15 ,1891 ,NA,NA,NA
2017年度,和歌山県,948000 ,446000 ,502000 ,111506 ,17 ,2205 ,NA,NA,NA
2017年度,鳥取県,566000 ,270000 ,296000 ,90083 ,15 ,1829 ,NA,NA,NA
2017年度,島根県,687000 ,330000 ,356000 ,129888 ,15 ,1852 ,NA,NA,NA
2017年度,岡山県,1911000 ,917000 ,994000 ,221871 ,16 ,2130 ,NA,NA,NA
2017年度,広島県,2833000 ,1373000 ,1460000 ,231109 ,16 ,2098 ,NA,NA,NA
2017年度,山口県,1382000 ,655000 ,728000 ,170697 ,16 ,1989 ,NA,NA,NA
2017年度,徳島県,744000 ,354000 ,389000 ,101035 ,17 ,2259 ,NA,NA,NA
2017年度,香川県,968000 ,468000 ,500000 ,100559 ,17 ,2179 ,NA,NA,NA
2017年度,愛媛県,1368000 ,647000 ,721000 ,167326 ,17 ,2073 ,NA,NA,NA
2017年度,高知県,714000 ,337000 ,378000 ,116311 ,17 ,2218 ,NA,NA,NA
2017年度,福岡県,5123000 ,2423000 ,2700000 ,276153 ,18 ,2069 ,NA,NA,NA
2017年度,佐賀県,825000 ,390000 ,435000 ,133561 ,17 ,2035 ,NA,NA,NA
2017年度,長崎県,1355000 ,636000 ,719000 ,167496 ,17 ,1932 ,NA,NA,NA
2017年度,熊本県,1767000 ,834000 ,933000 ,279626 ,17 ,2069 ,NA,NA,NA
2017年度,大分県,1152000 ,545000 ,607000 ,179893 ,17 ,2070 ,NA,NA,NA
2017年度,宮崎県,1091000 ,514000 ,577000 ,184988 ,18 ,2224 ,NA,NA,NA
2017年度,鹿児島県,1626000 ,764000 ,862000 ,331288 ,19 ,2027 ,NA,NA,NA
2017年度,沖縄県,1448000 ,712000 ,736000 ,116902 ,24 ,1646 ,NA,NA,NA
2016年度,北海道,5355000 ,2523000 ,2831000 ,2237237 ,9 ,1819 ,NA,13 ,17 
2016年度,青森県,1295000 ,609000 ,686000 ,322962 ,11 ,1622 ,NA,13 ,15 
2016年度,岩手県,1268000 ,610000 ,658000 ,371401 ,11 ,1824 ,NA,10 ,17 
2016年度,宮城県,2332000 ,1139000 ,1192000 ,315483 ,14 ,1896 ,NA,15 ,20 
2016年度,秋田県,1011000 ,475000 ,536000 ,320437 ,13 ,1674 ,NA,14 ,16 
2016年度,山形県,1114000 ,536000 ,578000 ,288480 ,13 ,1683 ,NA,17 ,18 
2016年度,福島県,1903000 ,940000 ,962000 ,421702 ,14 ,1818 ,NA,14 ,16 
2016年度,茨城県,2910000 ,1451000 ,1459000 ,397492 ,15 ,2062 ,NA,15 ,17 
2016年度,栃木県,1969000 ,979000 ,989000 ,298276 ,15 ,1936 ,NA,13 ,15 
2016年度,群馬県,1969000 ,972000 ,997000 ,227936 ,16 ,2129 ,NA,13 ,20 
2016年度,埼玉県,7288000 ,3637000 ,3652000 ,258464 ,16 ,2071 ,NA,12 ,18 
2016年度,千葉県,6242000 ,3104000 ,3138000 ,355436 ,17 ,1857 ,NA,15 ,18 
2016年度,東京都,13646000 ,6728000 ,6918000 ,141847 ,16 ,1842 ,NA,19 ,24 
2016年度,神奈川県,9152000 ,4566000 ,4585000 ,147068 ,17 ,1935 ,NA,17 ,21 
2016年度,新潟県,2286000 ,1107000 ,1179000 ,453535 ,15 ,1738 ,NA,14 ,20 
2016年度,富山県,1061000 ,513000 ,548000 ,184282 ,15 ,1680 ,NA,16 ,18 
2016年度,石川県,1151000 ,558000 ,594000 ,139186 ,16 ,1802 ,NA,14 ,18 
2016年度,福井県,783000 ,380000 ,403000 ,107727 ,16 ,1733 ,NA,15 ,18 
2016年度,山梨県,831000 ,407000 ,424000 ,95438 ,16 ,2188 ,NA,18 ,17 
2016年度,長野県,2091000 ,1019000 ,1072000 ,322552 ,13 ,2022 ,NA,14 ,16 
2016年度,岐阜県,2024000 ,980000 ,1043000 ,221113 ,17 ,2135 ,NA,15 ,20 
2016年度,静岡県,3690000 ,1817000 ,1874000 ,274949 ,18 ,2099 ,NA,16 ,16 
2016年度,愛知県,7509000 ,3755000 ,3754000 ,298819 ,17 ,2168 ,NA,16 ,21 
2016年度,三重県,1809000 ,881000 ,928000 ,205918 ,17 ,2144 ,NA,14 ,16 
2016年度,滋賀県,1414000 ,697000 ,716000 ,130722 ,16 ,2013 ,NA,13 ,15 
2016年度,京都府,2608000 ,1247000 ,1361000 ,117381 ,17 ,1847 ,NA,21 ,20 
2016年度,大阪府,8841000 ,4254000 ,4588000 ,133058 ,18 ,2127 ,NA,17 ,21 
2016年度,兵庫県,5526000 ,2636000 ,2890000 ,278292 ,18 ,2115 ,NA,15 ,19 
2016年度,奈良県,1357000 ,640000 ,717000 ,85553 ,16 ,1887 ,NA,16 ,18 
2016年度,和歌山県,956000 ,450000 ,506000 ,111513 ,18 ,2155 ,NA,15 ,19 
2016年度,鳥取県,570000 ,272000 ,298000 ,90083 ,16 ,1713 ,NA,14 ,15 
2016年度,島根県,691000 ,332000 ,359000 ,129886 ,16 ,1664 ,NA,16 ,19 
2016年度,岡山県,1917000 ,920000 ,997000 ,221886 ,17 ,1996 ,NA,14 ,18 
2016年度,広島県,2840000 ,1376000 ,1464000 ,231093 ,17 ,1897 ,NA,12 ,14 
2016年度,山口県,1394000 ,660000 ,734000 ,170678 ,17 ,1781 ,NA,13 ,19 
2016年度,徳島県,750000 ,357000 ,393000 ,101034 ,18 ,2099 ,NA,14 ,18 
2016年度,香川県,973000 ,471000 ,502000 ,100555 ,18 ,2029 ,NA,13 ,17 
2016年度,愛媛県,1377000 ,651000 ,726000 ,167322 ,18 ,1925 ,NA,16 ,16 
2016年度,高知県,721000 ,339000 ,382000 ,116318 ,18 ,2097 ,NA,15 ,18 
2016年度,福岡県,5113000 ,2417000 ,2696000 ,276141 ,18 ,1832 ,NA,13 ,20 
2016年度,佐賀県,829000 ,391000 ,437000 ,133561 ,18 ,1863 ,NA,14 ,15 
2016年度,長崎県,1367000 ,642000 ,725000 ,167628 ,18 ,1782 ,NA,16 ,16 
2016年度,熊本県,1775000 ,837000 ,938000 ,279622 ,18 ,1932 ,NA,13 ,20 
2016年度,大分県,1160000 ,549000 ,611000 ,179894 ,18 ,1913 ,NA,18 ,18 
2016年度,宮崎県,1097000 ,516000 ,581000 ,184987 ,19 ,2051 ,NA,16 ,17 
2016年度,鹿児島県,1637000 ,768000 ,869000 ,331286 ,20 ,1946 ,NA,16 ,17 
2016年度,沖縄県,1442000 ,709000 ,733000 ,116918 ,24 ,1757 ,NA,18 ,21 
2015年度,北海道,5381733 ,2537089 ,2844644 ,2237286 ,10 ,1813 ,NA,NA,NA
2015年度,青森県,1308265 ,614694 ,693571 ,322950 ,12 ,1738 ,NA,NA,NA
2015年度,岩手県,1279594 ,615584 ,664010 ,371401 ,12 ,1872 ,NA,NA,NA
2015年度,宮城県,2333899 ,1140167 ,1193732 ,315483 ,14 ,2103 ,NA,NA,NA
2015年度,秋田県,1023119 ,480336 ,542783 ,320439 ,13 ,1713 ,NA,NA,NA
2015年度,山形県,1123891 ,540226 ,583665 ,288480 ,13 ,1744 ,NA,NA,NA
2015年度,福島県,1914039 ,945660 ,968379 ,421702 ,14 ,1884 ,NA,NA,NA
2015年度,茨城県,2916976 ,1453594 ,1463382 ,397486 ,15 ,2118 ,NA,NA,NA
2015年度,栃木県,1974255 ,981626 ,992629 ,298276 ,15 ,2022 ,NA,NA,NA
2015年度,群馬県,1973115 ,973283 ,999832 ,227936 ,16 ,2143 ,NA,NA,NA
2015年度,埼玉県,7266534 ,3628418 ,3638116 ,258464 ,16 ,2168 ,NA,NA,NA
2015年度,千葉県,6222666 ,3095860 ,3126806 ,355437 ,17 ,2034 ,NA,NA,NA
2015年度,東京都,13515271 ,6666690 ,6848581 ,141840 ,16 ,1967 ,NA,NA,NA
2015年度,神奈川県,9126214 ,4558978 ,4567236 ,147059 ,17 ,2076 ,NA,NA,NA
2015年度,新潟県,2304264 ,1115413 ,1188851 ,453527 ,14 ,NA,NA,NA,NA
2015年度,富山県,1066328 ,515147 ,551181 ,184282 ,15 ,1716 ,NA,NA,NA
2015年度,石川県,1154008 ,558589 ,595419 ,139186 ,15 ,1793 ,NA,NA,NA
2015年度,福井県,786740 ,381474 ,405266 ,107727 ,15 ,1685 ,NA,NA,NA
2015年度,山梨県,834930 ,408327 ,426603 ,95438 ,16 ,2205 ,NA,NA,NA
2015年度,長野県,2098804 ,1022129 ,1076675 ,322552 ,13 ,1947 ,NA,NA,NA
2015年度,岐阜県,2031903 ,983850 ,1048053 ,221113 ,17 ,2115 ,NA,NA,NA
2015年度,静岡県,3700305 ,1820993 ,1879312 ,274949 ,17 ,2134 ,NA,NA,NA
2015年度,愛知県,7483128 ,3740844 ,3742284 ,298777 ,17 ,2100 ,NA,NA,NA
2015年度,三重県,1815865 ,883516 ,932349 ,205917 ,17 ,2048 ,NA,NA,NA
2015年度,滋賀県,1412916 ,696941 ,715975 ,130726 ,16 ,1859 ,NA,NA,NA
2015年度,京都府,2610353 ,1248972 ,1361381 ,117381 ,17 ,1779 ,NA,NA,NA
2015年度,大阪府,8839469 ,4256049 ,4583420 ,133058 ,17 ,2006 ,NA,NA,NA
2015年度,兵庫県,5534800 ,2641561 ,2893239 ,278295 ,17 ,1988 ,NA,NA,NA
2015年度,奈良県,1364316 ,643946 ,720370 ,85553 ,16 ,1739 ,NA,NA,NA
2015年度,和歌山県,963579 ,453216 ,510363 ,111511 ,17 ,1965 ,NA,NA,NA
2015年度,鳥取県,573441 ,273705 ,299736 ,90075 ,15 ,1696 ,NA,NA,NA
2015年度,島根県,694352 ,333112 ,361240 ,129892 ,15 ,1740 ,NA,NA,NA
2015年度,岡山県,1921525 ,922226 ,999299 ,221889 ,16 ,2012 ,NA,NA,NA
2015年度,広島県,2843990 ,1376211 ,1467779 ,231091 ,17 ,1963 ,NA,NA,NA
2015年度,山口県,1404729 ,665008 ,739721 ,170674 ,16 ,1854 ,NA,NA,NA
2015年度,徳島県,755733 ,359790 ,395943 ,101020 ,17 ,2065 ,NA,NA,NA
2015年度,香川県,976263 ,472308 ,503955 ,100554 ,17 ,1968 ,NA,NA,NA
2015年度,愛媛県,1385262 ,654380 ,730882 ,167314 ,17 ,1888 ,NA,NA,NA
2015年度,高知県,728276 ,342672 ,385604 ,116318 ,18 ,2098 ,NA,NA,NA
2015年度,福岡県,5101556 ,2410418 ,2691138 ,276141 ,17 ,1872 ,NA,NA,NA
2015年度,佐賀県,832832 ,393073 ,439759 ,133561 ,17 ,1889 ,NA,NA,NA
2015年度,長崎県,1377187 ,645763 ,731424 ,167617 ,17 ,1754 ,NA,NA,NA
2015年度,熊本県,1786170 ,841046 ,945124 ,279613 ,17 ,1867 ,NA,NA,NA
2015年度,大分県,1166338 ,551932 ,614406 ,179891 ,17 ,1822 ,NA,NA,NA
2015年度,宮崎県,1104069 ,519242 ,584827 ,184987 ,18 ,1967 ,NA,NA,NA
2015年度,鹿児島県,1648177 ,773061 ,875116 ,331281 ,19 ,1778 ,NA,NA,NA
2015年度,沖縄県,1433566 ,704619 ,728947 ,116916 ,24 ,1814 ,NA,NA,NA
2014年度,北海道,5410000 ,2551000 ,2859000 ,2220899 ,9 ,1913 ,18484615 ,NA,NA
2014年度,青森県,1323000 ,622000 ,701000 ,323464 ,11 ,1735 ,4427910 ,NA,NA
2014年度,岩手県,1290000 ,620000 ,670000 ,369004 ,11 ,1852 ,4647038 ,NA,NA
2014年度,宮城県,2335000 ,1140000 ,1195000 ,314112 ,13 ,2093 ,8895851 ,NA,NA
2014年度,秋田県,1037000 ,487000 ,550000 ,319526 ,12 ,1647 ,3458566 ,NA,NA
2014年度,山形県,1134000 ,545000 ,589000 ,285496 ,12 ,1737 ,3754564 ,NA,NA
2014年度,福島県,1927000 ,948000 ,979000 ,422949 ,13 ,1889 ,7399862 ,NA,NA
2014年度,茨城県,2927000 ,1458000 ,1469000 ,398247 ,14 ,2250 ,11612394 ,NA,NA
2014年度,栃木県,1980000 ,984000 ,996000 ,298119 ,14 ,2180 ,8182902 ,NA,NA
2014年度,群馬県,1979000 ,975000 ,1004000 ,230101 ,15 ,2344 ,8005480 ,NA,NA
2014年度,埼玉県,7247000 ,3621000 ,3626000 ,257374 ,15 ,2366 ,20914429 ,NA,NA
2014年度,千葉県,6209000 ,3089000 ,3119000 ,353232 ,16 ,2113 ,20044937 ,NA,NA
2014年度,東京都,13399000 ,6612000 ,6788000 ,139437 ,17 ,2104 ,94902086 ,NA,NA
2014年度,神奈川県,9103000 ,4551000 ,4552000 ,146696 ,16 ,2221 ,30322048 ,NA,NA
2014年度,新潟県,2320000 ,1123000 ,1198000 ,450411 ,14 ,1764 ,8699072 ,NA,NA
2014年度,富山県,1072000 ,517000 ,554000 ,185256 ,14 ,1769 ,4452554 ,NA,NA
2014年度,石川県,1157000 ,560000 ,597000 ,138864 ,15 ,1861 ,4588046 ,NA,NA
2014年度,福井県,791000 ,383000 ,408000 ,107458 ,15 ,1788 ,3129992 ,NA,NA
2014年度,山梨県,841000 ,411000 ,430000 ,95242 ,15 ,2335 ,3118690 ,NA,NA
2014年度,長野県,2110000 ,1027000 ,1083000 ,331311 ,12 ,2028 ,7886952 ,NA,NA
2014年度,岐阜県,2043000 ,989000 ,1054000 ,220038 ,16 ,2209 ,7208829 ,NA,NA
2014年度,静岡県,3715000 ,1828000 ,1886000 ,275174 ,17 ,2215 ,15442514 ,NA,NA
2014年度,愛知県,7464000 ,3729000 ,3734000 ,298265 ,16 ,2255 ,35990293 ,NA,NA
2014年度,三重県,1826000 ,888000 ,937000 ,204122 ,16 ,2142 ,7656376 ,NA,NA
2014年度,滋賀県,1414000 ,698000 ,717000 ,129767 ,15 ,1971 ,5845873 ,NA,NA
2014年度,京都府,2616000 ,1252000 ,1363000 ,117636 ,16 ,1825 ,10053754 ,NA,NA
2014年度,大阪府,8845000 ,4262000 ,4583000 ,132405 ,17 ,2161 ,37933987 ,NA,NA
2014年度,兵庫県,5550000 ,2650000 ,2900000 ,277990 ,17 ,2096 ,19788071 ,NA,NA
2014年度,奈良県,1373000 ,648000 ,724000 ,85128 ,15 ,1854 ,3540714 ,NA,NA
2014年度,和歌山県,972000 ,457000 ,515000 ,109428 ,17 ,2145 ,3579029 ,NA,NA
2014年度,鳥取県,577000 ,275000 ,302000 ,91051 ,15 ,1707 ,1779178 ,NA,NA
2014年度,島根県,699000 ,335000 ,364000 ,128876 ,15 ,1721 ,2382265 ,NA,NA
2014年度,岡山県,1926000 ,924000 ,1002000 ,222876 ,16 ,1973 ,7242774 ,NA,NA
2014年度,広島県,2846000 ,1376000 ,1471000 ,229026 ,16 ,1980 ,11237887 ,NA,NA
2014年度,山口県,1415000 ,669000 ,746000 ,171435 ,15 ,1771 ,5969042 ,NA,NA
2014年度,徳島県,763000 ,363000 ,400000 ,102435 ,16 ,2098 ,3012328 ,NA,NA
2014年度,香川県,980000 ,474000 ,507000 ,100310 ,16 ,1976 ,3672273 ,NA,NA
2014年度,愛媛県,1396000 ,659000 ,737000 ,166493 ,16 ,1901 ,4756495 ,NA,NA
2014年度,高知県,736000 ,346000 ,390000 ,115928 ,17 ,2095 ,2349510 ,NA,NA
2014年度,福岡県,5099000 ,2409000 ,2691000 ,278286 ,17 ,1810 ,18112171 ,NA,NA
2014年度,佐賀県,837000 ,395000 ,442000 ,133396 ,17 ,1860 ,2737221 ,NA,NA
2014年度,長崎県,1387000 ,649000 ,738000 ,166088 ,17 ,1761 ,4310310 ,NA,NA
2014年度,熊本県,1795000 ,845000 ,950000 ,273655 ,17 ,1884 ,5599928 ,NA,NA
2014年度,大分県,1173000 ,555000 ,618000 ,174669 ,16 ,1841 ,4142638 ,NA,NA
2014年度,宮崎県,1112000 ,523000 ,589000 ,184503 ,17 ,2072 ,3643441 ,NA,NA
2014年度,鹿児島県,1662000 ,778000 ,883000 ,326971 ,19 ,1872 ,5330338 ,NA,NA
2014年度,沖縄県,1426000 ,700000 ,725000 ,117238 ,23 ,1760 ,4051060 ,NA,NA
2013年度,北海道,5438000 ,2565000 ,2873000 ,2220772 ,9 ,1648 ,18288645 ,NA,NA
2013年度,青森県,1337000 ,628000 ,708000 ,323352 ,11 ,1516 ,4397171 ,NA,NA
2013年度,岩手県,1299000 ,623000 ,676000 ,369392 ,11 ,1671 ,4534398 ,NA,NA
2013年度,宮城県,2333000 ,1138000 ,1196000 ,314510 ,13 ,1880 ,8545023 ,NA,NA
2013年度,秋田県,1050000 ,493000 ,557000 ,319413 ,12 ,1469 ,3459800 ,NA,NA
2013年度,山形県,1144000 ,549000 ,595000 ,285527 ,12 ,1696 ,3777993 ,NA,NA
2013年度,福島県,1940000 ,951000 ,989000 ,422858 ,13 ,1844 ,7194510 ,NA,NA
2013年度,茨城県,2937000 ,1464000 ,1474000 ,398185 ,14 ,2259 ,11417816 ,NA,NA
2013年度,栃木県,1986000 ,986000 ,1000000 ,298151 ,14 ,2128 ,8173603 ,NA,NA
2013年度,群馬県,1986000 ,978000 ,1008000 ,230109 ,15 ,2366 ,7802286 ,NA,NA
2013年度,埼玉県,7228000 ,3614000 ,3614000 ,257407 ,16 ,2336 ,20805723 ,NA,NA
2013年度,千葉県,6201000 ,3085000 ,3116000 ,353175 ,17 ,2135 ,19787694 ,NA,NA
2013年度,東京都,13307000 ,6569000 ,6738000 ,139214 ,17 ,2131 ,94030569 ,NA,NA
2013年度,神奈川県,9084000 ,4546000 ,4538000 ,146737 ,17 ,2257 ,30333777 ,NA,NA
2013年度,新潟県,2336000 ,1130000 ,1206000 ,450380 ,14 ,1662 ,8683814 ,NA,NA
2013年度,富山県,1077000 ,520000 ,558000 ,185257 ,15 ,1786 ,4371408 ,NA,NA
2013年度,石川県,1160000 ,561000 ,599000 ,138896 ,15 ,1868 ,4552066 ,NA,NA
2013年度,福井県,796000 ,385000 ,410000 ,107408 ,15 ,1740 ,3163823 ,NA,NA
2013年度,山梨県,847000 ,414000 ,433000 ,95235 ,15 ,2462 ,3069484 ,NA,NA
2013年度,長野県,2122000 ,1033000 ,1090000 ,331375 ,12 ,2130 ,7704408 ,NA,NA
2013年度,岐阜県,2053000 ,994000 ,1059000 ,220026 ,16 ,2316 ,7065626 ,NA,NA
