排出年,特定排出者コード,事業者・事業所名,区分,業種,所在地,温室効果ガス算定排出量(tCO2)
year,code,name,type,sector,location,tCO2
2021,985452408,電源開発株式会社,特定荷主,電気業,東京都中央区,25397
2021,880000271,旭有機材株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,宮崎県延岡市,25353
2021,440015887,武蔵精密工業株式会社,特定事業所排出者,輸送用機械器具製造業,愛知県豊橋市,24727
2021,580004361,参天製薬株式会社,特定事業所排出者,化学工業,大阪府大阪市,24693
2021,10094655,北雄ラッキー株式会社,特定事業所排出者,飲食料品小売業,北海道札幌市,24661
2021,982991938,株式会社エコス,特定事業所排出者,飲食料品小売業,東京都昭島市,24555
2021,810002271,大石産業株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,福岡県北九州市,24364
2021,580078445,日本インシュレーション株式会社,特定事業所排出者,窯業・土石製品製造業,大阪府大阪市,24304
2021,600009030,カルビー株式会社,特定荷主,食料品製造業,東京都千代田区,24218
2021,985490507,株式会社ファインシンター,特定事業所排出者,輸送用機械器具製造業,愛知県春日井市,23905
2021,540054931,株式会社大真空,特定事業所排出者,電子部品・デバイス・電子回路製造業,兵庫県加古川市,23772
2021,710042317,株式会社マルヨシセンター,特定事業所排出者,各種商品小売業,香川県高松市,23744
2021,340285315,株式会社オーシャンシステム,特定事業所排出者,飲食料品小売業,新潟県三条市,23680
2021,985330101,信越化学工業株式会社,特定荷主,化学工業,東京都千代田区,23650
2021,580118756,扶桑薬品工業株式会社,特定事業所排出者,化学工業,大阪府大阪市,23135
2021,985384003,大日精化工業株式会社,特定事業所排出者,化学工業,東京都中央区,23045
2021,985733507,フジオーゼックス株式会社,特定事業所排出者,輸送用機械器具製造業,静岡県菊川市,23044
2021,240184131,元気寿司株式会社,特定事業所排出者,飲食店,栃木県宇都宮市,22549
2021,230017372,株式会社キッツ,特定事業所排出者,はん用機械器具製造業,千葉県千葉市,22484
2021,582297084,株式会社フジシール,特定事業所排出者,印刷・同関連業,大阪府大阪市,22344
2021,10134859,株式会社北洋銀行,特定事業所排出者,銀行業,北海道札幌市,22292
2021,985763909,株式会社牧野フライス製作所,特定事業所排出者,生産用機械器具製造業,神奈川県愛川町,22046
2021,581915341,さくらインターネット株式会社,特定事業所排出者,通信業,大阪府大阪市,22025
2021,986379330,東京地下鉄株式会社,特定事業所排出者,不動産賃貸業・管理業,東京都台東区,21875
2021,985142906,キユーピー株式会社,特定荷主,食料品製造業,東京都渋谷区,21725
2021,580046998,株式会社カネカ,特定荷主,化学工業,大阪府大阪市,21704
2021,985572701,株式会社中村屋,特定事業所排出者,食料品製造業,東京都新宿区,21692
2021,985855107,ライオン株式会社,特定荷主,化学工業,東京都墨田区,21667
2021,270041532,株式会社フコク,特定事業所排出者,ゴム製品製造業,埼玉県上尾市,21648
2021,400068081,株式会社ソトー,特定事業所排出者,繊維工業,愛知県一宮市,21271
2021,400062864,株式会社スズケン,特定事業所排出者,その他の卸売業,愛知県名古屋市,21185
2021,720021141,阿波製紙株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,徳島県徳島市,21183
2021,400055986,三和油化工業株式会社,特定事業所排出者,化学工業,愛知県刈谷市,20909
2021,985420932,株式会社チヨダ,特定事業所排出者,織物・衣服・身の回り品小売業,東京都杉並区,20908
2021,260058438,パウダーテック株式会社,特定事業所排出者,鉄鋼業,千葉県柏市,20888
2021,985104100,沖電気工業株式会社,特定事業所排出者,情報通信機械器具製造業,東京都港区,20855
2021,540046358,多木化学株式会社,特定事業所排出者,化学工業,兵庫県加古川市,20799
2021,988911175,日本ロジスティクスファンド投資法人,特定事業所排出者,貸金業，クレジットカード業等非預金信用機関,東京都千代田区,20715
2021,580007523,ユニチカ株式会社,特定荷主,化学工業,大阪府大阪市,20455
2021,580021891,新田ゼラチン株式会社,特定事業所排出者,化学工業,大阪府八尾市,20327
2021,985115506,科研製薬株式会社,特定事業所排出者,化学工業,東京都文京区,20282
2021,580212121,日本山村硝子株式会社,特定荷主,窯業・土石製品製造業,兵庫県尼崎市,20268
2021,270839108,株式会社キャンドゥ,特定事業所排出者,織物・衣服・身の回り品小売業,東京都新宿区,20149
2021,270250176,株式会社安楽亭,特定事業所排出者,飲食店,埼玉県さいたま市,19969
2021,985346700,住友金属鉱山株式会社,特定荷主,非鉄金属製造業,東京都港区,19899
2021,580378263,伊藤忠エネクス株式会社,特定荷主,建築材料，鉱物・金属材料等卸売業,東京都千代田区,19855
2021,370028140,ダイト株式会社,特定事業所排出者,化学工業,富山県富山市,19525
2021,985081533,オリックス株式会社,特定事業所排出者,物品賃貸業,東京都港区,19519
2021,985786805,三井物産株式会社,特定荷主,各種商品卸売業,東京都千代田区,19469
2021,530041142,三ツ星ベルト株式会社,特定事業所排出者,ゴム製品製造業,兵庫県神戸市,19438
2021,985833601,山九株式会社,特定事業所排出者,倉庫業,東京都中央区,19327
2021,410025560,ユニプレス株式会社,特定事業所排出者,輸送用機械器具製造業,神奈川県横浜市,19208
2021,985845808,有機合成薬品工業株式会社,特定事業所排出者,化学工業,東京都中央区,19184
2021,980885721,株式会社ＵＡＣＪ,特定荷主,非鉄金属製造業,東京都千代田区,19083
2021,440105474,フタバ産業株式会社,特定荷主,輸送用機械器具製造業,愛知県岡崎市,19060
2021,985211208,株式会社サンエー化研,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都中央区,19028
2021,985630500,日東富士製粉株式会社,特定事業所排出者,食料品製造業,東京都中央区,18969
2021,400072421,株式会社ダイセキ,特定事業所排出者,廃棄物処理業,愛知県名古屋市,18906
2021,985866101,株式会社佐藤渡辺,特定事業所排出者,総合工事業,東京都港区,18813
2021,985785601,三井金属鉱業株式会社,特定荷主,非鉄金属製造業,東京都品川区,18551
2021,985793701,三菱マテリアル株式会社,特定荷主,非鉄金属製造業,東京都千代田区,18534
2021,400106243,日東工業株式会社（愛知県）,特定事業所排出者,電気機械器具製造業,愛知県長久手市,18454
2021,580066239,コクヨ株式会社,特定事業所排出者,その他の製造業,大阪府大阪市,18360
2021,985231659,三井住建道路株式会社,特定事業所排出者,石油製品・石炭製品製造業,東京都新宿区,18310
2021,617015471,不二製油株式会社,特定荷主,食料品製造業,大阪府泉佐野市,18273
2021,580002410,ダイキン工業株式会社,特定荷主,はん用機械器具製造業,大阪府大阪市,18271
2021,985061307,ウシオ電機株式会社,特定事業所排出者,電気機械器具製造業,東京都千代田区,18225
2021,988825433,株式会社テラプローブ,特定事業所排出者,電子部品・デバイス・電子回路製造業,神奈川県横浜市,18168
2021,530186435,株式会社ロック・フィールド,特定事業所排出者,食料品製造業,兵庫県神戸市,18158
2021,985073809,株式会社荏原製作所,特定事業所排出者,はん用機械器具製造業,東京都大田区,18137
2021,200307836,株式会社横浜銀行,特定事業所排出者,銀行業,神奈川県横浜市,18027
2021,580320183,株式会社グルメ杵屋,特定事業所排出者,飲食店,大阪府大阪市,17878
2021,980551511,かどや製油株式会社,特定事業所排出者,食料品製造業,東京都品川区,17758
2021,400347640,株式会社木曽路,特定事業所排出者,飲食店,愛知県名古屋市,17717
2021,370067952,株式会社タカギセイコー,特定事業所排出者,プラスチック製品製造業（別掲を除く）,富山県高岡市,17654
2021,985646143,セコム株式会社,特定事業所排出者,その他の事業サービス業,東京都渋谷区,17604
2021,580026242,加藤産業株式会社,特定荷主,飲食料品卸売業,兵庫県西宮市,17589
2021,10108591,日糧製パン株式会社,特定事業所排出者,食料品製造業,北海道札幌市,17511
2021,410017049,日本プラスト株式会社,特定事業所排出者,輸送用機械器具製造業,静岡県富士宮市,17366
2021,987601839,アスクル株式会社,特定事業所排出者,その他の小売業,東京都江東区,17103
2021,10307791,日本調剤株式会社,特定事業所排出者,その他の小売業,東京都千代田区,17028
2021,370000096,朝日印刷株式会社,特定事業所排出者,印刷・同関連業,富山県富山市,16921
2021,200106551,株式会社アマダ,特定事業所排出者,生産用機械器具製造業,神奈川県伊勢原市,16695
2021,985300602,シチズン時計株式会社,特定事業所排出者,その他の製造業,東京都西東京市,16611
2021,980951076,大成ラミック株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,埼玉県白岡市,16519
2021,530043227,日本毛織株式会社,特定事業所排出者,繊維工業,大阪府大阪市,16488
2021,400145457,名港海運株式会社,特定事業所排出者,運輸に附帯するサービス業,愛知県名古屋市,16411
2021,240041694,仙波糖化工業株式会社,特定事業所排出者,食料品製造業,栃木県真岡市,16321
2021,600196273,株式会社あじかん,特定事業所排出者,食料品製造業,広島県広島市,16311
2021,985606809,日機装株式会社,特定事業所排出者,業務用機械器具製造業,東京都渋谷区,16271
